,image_id,class,n,m,coeff,mean,variance,skewness,kurtosis,energy,entropy,rms_wavefront,peak_to_valley,strehl_ratio,contrast,dissimilarity,homogeneity,peak_signal_noise_ratio,structural_similarity
0,ytilt_0000,ytilt,1,-1,1.0958241942238534,0.6059025581051256,0.14272462003254427,-0.7406114889601133,1.520132055979453,0.23071664658830265,5.776256331976049,0.7140325832557498,1.0,1.8139186899808092e-09,174.77751225490198,0.9173406862745098,0.9925038672549982,15.872000403823945,15.872000403823945
1,ytilt_0001,ytilt,1,-1,-0.24448624099179073,0.7816925131667736,0.06883196445297791,-1.3550435554889952,3.2006258319387353,0.23349364916328386,5.690428867779869,0.8245454199702795,1.0,2.204776275588531e-12,116.11237745098039,0.7262254901960785,0.9925054484598347,15.69526085135194,15.69526085135194
2,ytilt_0002,ytilt,1,-1,1.4343916796455298,0.6317265278329884,0.1332310348625868,-1.0228107214327582,1.6630037053135245,0.23335800756989578,5.559937823748365,0.7295953952914658,1.0,7.471655019485251e-10,175.7343137254902,0.9482843137254902,0.9924505236160548,14.187778489020346,14.187778489020346
3,ytilt_0003,ytilt,1,-1,0.7894721162374556,0.5596968764732173,0.15034520173378965,-0.1190581587531464,1.3795920716909338,0.23044235656561624,5.832982216830312,0.6808860369163591,1.0,1.1255339604608595e-08,237.93137254901956,1.191544117647059,0.9923489749145902,14.546513125099132,14.546513125099132
4,ytilt_0004,ytilt,1,-1,-1.6232906084494019,0.6100977898322291,0.14170647450749407,-0.8460052969776154,1.5499411700412162,0.23249444995918153,5.632626630460936,0.7168861748322847,1.0,1.5438649402311502e-09,210.57996323529414,1.0614583333333334,0.9924183203991863,14.82409840420699,14.82409840420699
5,ytilt_0005,ytilt,1,-1,1.9024894065470237,0.5956556200916868,0.14226677062367835,-0.7776865635738238,1.5000138953255076,0.24967088718174138,4.844419823061695,0.7050336079723365,1.0,3.003068229714864e-09,201.32273284313726,1.047487745098039,0.9923644232248012,12.520494260990397,12.520494260990397
6,ytilt_0006,ytilt,1,-1,1.0445588079614119,0.5941911634563422,0.14311472194124816,-0.6536081782156452,1.4906723319976398,0.23577214768253982,5.402904320496362,0.7043989357394357,1.0,3.111015024394351e-09,183.25802696078432,0.9580269607843137,0.9924832324078725,13.603269081197949,13.603269081197949
7,ytilt_0007,ytilt,1,-1,1.1442572211078152,0.6159704808648976,0.14166901313027191,-0.8847506236307113,1.5560139357697835,0.23105986369619308,5.771174215647516,0.7218647009150712,1.0,1.1635906874729542e-09,167.837193627451,0.8897671568627452,0.9924977292719999,15.759244808916295,15.759244808916295
8,ytilt_0008,ytilt,1,-1,-1.4875454692978165,0.626594479063928,0.13507163398989647,-0.951091311205671,1.63255063767144,0.2300078888599005,5.817626618228072,0.7264243079518276,1.0,8.965599030866119e-10,186.9051470588235,0.9839460784313727,0.9924238592065144,15.323297285021935,15.323297285021935
9,ytilt_0009,ytilt,1,-1,-0.19845624841773146,0.7891520638615245,0.06601973517117901,-1.3673717830493013,3.3606080208214153,0.23425831309693598,5.669257733649537,0.8299281384963898,1.0,1.5512303785275443e-12,111.37334558823528,0.7056985294117648,0.9925171929148113,14.635457147083004,14.635457147083004
10,ytilt_0010,ytilt,1,-1,-0.5168079030696751,0.6687225112713816,0.11946100509178353,-1.1314762213755305,1.9118112858943221,0.2298241908981862,5.804187854256606,0.7527621152614462,1.0,1.9258625126579282e-10,199.85900735294118,1.0245710784313726,0.9924221900348759,15.386224451245171,15.386224451245171
11,ytilt_0011,ytilt,1,-1,1.7070599553944072,0.6012740022865224,0.1439134221288424,-0.771623326399812,1.5023311496457532,0.2302213397323673,5.788766256365837,0.7109457419202223,1.0,2.1579151167600768e-09,215.10318627450982,1.084558823529412,0.9923908800323753,14.723912265104932,14.723912265104932
12,ytilt_0012,ytilt,1,-1,0.5754604803226582,0.6297227890509793,0.13748731630847477,-1.01537291976326,1.6681033756225239,0.23109736814419332,5.733392237989958,0.7307791098263681,1.0,6.978761817502791e-10,229.06936274509803,1.1185049019607844,0.9923907087821128,13.417338071392496,13.417338071392496
13,ytilt_0013,ytilt,1,-1,1.29104645308332,0.63446220209548,0.13516447876118148,-0.9880922277340254,1.6848156834064296,0.2310767339363084,5.740594018948664,0.7332849136925067,1.0,6.037794078448827e-10,158.4342524509804,0.8765318627450981,0.9924646172600271,15.58904126445864,15.58904126445864
14,ytilt_0014,ytilt,1,-1,-0.22634320469067548,0.7848748181234668,0.06762461160691574,-1.3603757119892483,3.26708622632087,0.2337508309019499,5.684577383845862,0.8268331704347986,1.0,1.899287591563598e-12,114.12738970588236,0.7178308823529411,0.9925095217298517,13.70054417613094,13.70054417613094
15,ytilt_0015,ytilt,1,-1,-1.0910451128608925,0.6048738814796653,0.14276550720980855,-0.7672653622406141,1.5170601300362485,0.23380081531215538,5.580968563648332,0.7131885583112538,1.0,1.902265669475086e-09,175.6093137254902,0.921078431372549,0.9924801183842711,14.988997635847248,14.988997635847248
16,ytilt_0016,ytilt,1,-1,0.2183391480633392,0.7861762484083855,0.06713413422342362,-1.3625257208598052,3.29502213657299,0.233997677818565,5.684577383845862,0.8277724492787297,1.0,1.7862599702500937e-12,113.28633578431374,0.7142769607843138,0.9925095948881717,15.715723326700008,15.715723326700008
17,ytilt_0017,ytilt,1,-1,-1.7447309755832987,0.5983871314962474,0.1440994235539862,-0.7977747714881396,1.490834683199898,0.23649272728359017,5.434790122768477,0.708637130479552,1.0,2.4559748705897865e-09,214.3515931372549,1.0866421568627451,0.9923901472805006,13.8477837047961,13.8477837047961
18,ytilt_0018,ytilt,1,-1,1.3105246879703283,0.6352541530649201,0.13437260411102808,-1.0356588483853197,1.6932283045018361,0.23084742399109978,5.766625851529643,0.7334305986916942,1.0,5.987075361733471e-10,159.1047794117647,0.8822303921568626,0.9924577461072432,15.140921844559198,15.140921844559198
19,ytilt_0019,ytilt,1,-1,0.5266575964882594,0.6616569268554371,0.12294189664558816,-1.1146041253822352,1.8673245679358303,0.23029959094260544,5.7789117558804355,0.748820262480503,1.0,2.4328109001833643e-10,205.4201593137255,1.042095588235294,0.9924194151873212,13.851809531382699,13.851809531382699
20,ytilt_0020,ytilt,1,-1,1.0323509603414953,0.5914014162913914,0.1431069437006979,-0.6331588681725536,1.4846204881249825,0.22973263821327933,5.839318813591978,0.7020417216178548,1.0,3.546038716251676e-09,185.47322303921567,0.9689338235294118,0.9924974135221726,14.068442426805056,14.068442426805056
21,ytilt_0021,ytilt,1,-1,-0.5818961274805265,0.625919722754037,0.13904397649402583,-1.000120847933198,1.6449614304061102,0.23141808662304808,5.7151454867439675,0.7285735898497258,1.0,7.924331720629419e-10,231.4113357843137,1.126531862745098,0.9923904240367624,14.27864555799446,14.27864555799446
22,ytilt_0022,ytilt,1,-1,1.882792097579613,0.5951623331801525,0.142524202721668,-0.682173729418361,1.496781798781562,0.22953610484472275,5.844649485600529,0.7047995499133856,1.0,3.0424457303487126e-09,203.0998161764706,1.0550857843137256,0.9923844397397277,14.127527734822792,14.127527734822792
23,ytilt_0023,ytilt,1,-1,1.5724844852887907,0.6164254771507628,0.139306366610974,-0.824959510402261,1.5832033424544418,0.23808173921805026,5.339185188707136,0.7206155254305305,1.0,1.2493797607977076e-09,203.53529411764706,1.0367647058823528,0.9924335415894482,14.116235175694205,14.116235175694205
